bike_id,start_time,stop_time,start_station,start_lat,start_long,end_station,end_lat,end_long,type,birth_year,gender
26301,2018-02-27 00:11:03,2018-02-27 00:15:40,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1986.0,Male
26301,2018-02-27 12:52:49,2018-02-27 12:58:13,3203,40.727595966,-74.044247311,3202,40.7272235,-74.0337589,Subscriber,1979.0,Male
26301,2018-02-27 17:03:27,2018-02-27 17:04:54,3202,40.7272235,-74.0337589,3638,40.7242941,-74.0354826,Subscriber,1963.0,Male
26301,2018-02-27 18:53:51,2018-02-27 19:21:04,3638,40.7242941,-74.0354826,3638,40.7242941,-74.0354826,Subscriber,1984.0,Male
26301,2018-02-27 19:30:42,2018-02-27 19:33:11,3638,40.7242941,-74.0354826,3187,40.7211236,-74.03805095,Subscriber,1980.0,Male
26301,2018-02-27 21:31:04,2018-02-27 21:33:27,3187,40.7211236,-74.03805095,3638,40.7242941,-74.0354826,Subscriber,1980.0,Male
26301,2018-02-27 22:37:12,2018-02-27 22:40:49,3638,40.7242941,-74.0354826,3639,40.7192517,-74.034234,Subscriber,1989.0,Male
26301,2018-02-27 22:49:10,2018-02-27 22:55:03,3639,40.7192517,-74.034234,3202,40.7272235,-74.0337589,Subscriber,1962.0,Male
26301,2018-02-27 23:21:57,2018-02-27 23:25:18,3202,40.7272235,-74.0337589,3638,40.7242941,-74.0354826,Subscriber,1992.0,Male
26301,2018-02-28 03:08:55,2018-02-28 03:28:42,3638,40.7242941,-74.0354826,3281,40.74590996631558,-74.0572714805603,Subscriber,1981.0,Male
26301,2018-02-28 13:19:37,2018-02-28 13:25:54,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1972.0,Male
26301,2018-02-28 23:17:07,2018-02-28 23:25:44,3640,40.73367,-74.0625,3210,40.742677141,-74.051788633,Subscriber,1988.0,Male
26301,2018-03-01 15:27:57,2018-03-01 15:34:49,3210,40.742677141,-74.051788633,3640,40.73367,-74.0625,Subscriber,1986.0,Male
26301,2018-03-03 09:12:49,2018-03-03 09:21:03,3640,40.73367,-74.0625,3281,40.74590996631558,-74.0572714805603,Subscriber,1978.0,Male
26301,2018-03-03 23:18:47,2018-03-03 23:25:24,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1978.0,Male
26301,2018-03-04 08:46:27,2018-03-04 08:54:48,3640,40.73367,-74.0625,3281,40.74590996631558,-74.0572714805603,Subscriber,1978.0,Male
26301,2018-03-04 22:18:45,2018-03-04 22:25:37,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1978.0,Male
26301,2018-03-05 05:08:53,2018-03-05 05:16:39,3640,40.73367,-74.0625,3281,40.74590996631558,-74.0572714805603,Subscriber,1978.0,Male
26301,2018-03-05 12:49:36,2018-03-05 12:55:27,3281,40.74590996631558,-74.0572714805603,3640,40.73367,-74.0625,Subscriber,1979.0,Male
26301,2018-03-05 23:41:57,2018-03-05 23:46:10,3640,40.73367,-74.0625,3206,40.7311689,-74.0575736,Subscriber,1981.0,Male
26301,2018-03-06 02:05:46,2018-03-06 02:10:12,3206,40.7311689,-74.0575736,3207,40.7376037,-74.0524783,Subscriber,1983.0,Male
26301,2018-03-06 13:37:44,2018-03-06 13:42:21,3207,40.7376037,-74.0524783,3640,40.73367,-74.0625,Subscriber,1985.0,Male
26301,2018-03-06 23:29:41,2018-03-06 23:34:26,3640,40.73367,-74.0625,3207,40.7376037,-74.0524783,Subscriber,1980.0,Male
26301,2018-03-07 03:05:39,2018-03-07 03:15:19,3207,40.7376037,-74.0524783,3280,40.71928220070702,-74.07126188278198,Subscriber,1990.0,Male
26301,2018-03-08 15:25:57,2018-03-08 15:59:22,3280,40.71928220070702,-74.07126188278198,3640,40.73367,-74.0625,Subscriber,1953.0,Female
26301,2018-03-10 05:27:24,2018-03-10 05:38:30,3640,40.73367,-74.0625,3210,40.742677141,-74.051788633,Subscriber,1995.0,Female
26301,2018-03-10 14:08:31,2018-03-10 14:20:46,3210,40.742677141,-74.051788633,3186,40.71958611647166,-74.04311746358871,Subscriber,1995.0,Female
26301,2018-03-11 12:57:02,2018-03-11 20:11:08,3207,40.7376037,-74.0524783,3211,40.72152515,-74.046304543,Customer,1982.0,Male
26301,2018-03-12 10:58:12,2018-03-12 11:01:49,3211,40.72152515,-74.046304543,3213,40.71848892,-74.047726625,Subscriber,1991.0,Male
26301,2018-03-12 11:07:39,2018-03-12 11:10:15,3213,40.71848892,-74.047726625,3186,40.71958611647166,-74.04311746358871,Subscriber,1962.0,Female
26301,2018-03-12 12:16:31,2018-03-12 12:29:35,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1985.0,Female
26301,2018-03-12 22:00:45,2018-03-12 22:05:35,3186,40.71958611647166,-74.04311746358871,3269,40.72601172964625,-74.05038893222809,Subscriber,1986.0,Female
26301,2018-03-13 12:16:25,2018-03-13 12:21:36,3269,40.72601172964625,-74.05038893222809,3186,40.71958611647166,-74.04311746358871,Subscriber,1978.0,Male
26301,2018-03-13 20:57:11,2018-03-13 21:03:48,3267,40.7124188237569,-74.03852552175522,3186,40.71958611647166,-74.04311746358871,Subscriber,1989.0,Male
26301,2018-03-13 21:45:16,2018-03-13 21:50:06,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1977.0,Female
26301,2018-03-13 23:34:40,2018-03-13 23:40:06,3203,40.727595966,-74.044247311,3273,40.721650724879986,-74.04288411140442,Subscriber,1975.0,Female
26301,2018-03-14 04:03:39,2018-03-14 04:07:44,3273,40.721650724879986,-74.04288411140442,3203,40.727595966,-74.044247311,Subscriber,1978.0,Unknown
26301,2018-03-14 12:21:59,2018-03-14 12:26:35,3203,40.727595966,-74.044247311,3186,40.71958611647166,-74.04311746358871,Subscriber,1971.0,Male
26301,2018-03-14 15:48:13,2018-03-14 15:52:52,3211,40.72152515,-74.046304543,3275,40.71835519823214,-74.03891444206238,Subscriber,1973.0,Male
26301,2018-03-15 12:41:33,2018-03-15 12:46:30,3275,40.71835519823214,-74.03891444206238,3183,40.7162469,-74.0334588,Subscriber,1982.0,Male
26301,2018-03-15 16:27:07,2018-03-15 16:31:28,3183,40.7162469,-74.0334588,3213,40.71848892,-74.047726625,Subscriber,1986.0,Male
26301,2018-03-16 10:49:11,2018-03-16 10:53:07,3213,40.71848892,-74.047726625,3272,40.72333158646436,-74.04595255851744,Subscriber,1962.0,Male
26301,2018-03-16 11:04:35,2018-03-16 11:09:11,3272,40.72333158646436,-74.04595255851744,3205,40.71653978099194,-74.0496379137039,Subscriber,1956.0,Male
26301,2018-03-18 14:35:01,2018-03-18 14:47:56,3205,40.71653978099194,-74.0496379137039,3275,40.71835519823214,-74.03891444206238,Subscriber,1980.0,Male
26301,2018-03-18 22:58:13,2018-03-18 23:13:11,3275,40.71835519823214,-74.03891444206238,3275,40.71835519823214,-74.03891444206238,Subscriber,1989.0,Male
26301,2018-03-19 02:19:25,2018-03-19 02:22:45,3275,40.71835519823214,-74.03891444206238,3214,40.7127742,-74.0364857,Subscriber,1989.0,Male
26301,2018-03-19 20:40:51,2018-03-19 20:46:41,3214,40.7127742,-74.0364857,3185,40.7177325,-74.043845,Subscriber,1994.0,Male
26301,2018-03-19 23:56:42,2018-03-20 00:00:56,3186,40.71958611647166,-74.04311746358871,3203,40.727595966,-74.044247311,Subscriber,1988.0,Male
26301,2018-03-20 00:25:45,2018-03-20 00:28:04,3203,40.727595966,-74.044247311,3203,40.727595966,-74.044247311,Subscriber,1973.0,Male
